# Accepted GK 1.407 lifecycle census fixture for Day Wheel Quest Markers 1.1.6.
# Provenance: player runtime census probe 0.1.0, exact source 537835501873cb0d5156a2c5db58b99065f8bad8.
# This is compact derived evidence, not copied game assets/serialized graphs.
npc	branch	multi	index	path	blacklists	taskOwned	independentOwnerRoot	reversible	jumps	acceptedOwner	acceptedOwnerKind	acceptedDisposition
npc_merchant	merchant_2b_5b_2b_4b	127	1	@merchant_2b>merchant_2b_5b_2b_4b	@merchant_2b,merchant_2c	True	True	False	0	@merchant_2b	ancestor	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2e_1a	190	0	@merchant_2e>merchant_2e_1a	@merchant_2e,merchant_2e_1a,merchant_2e_1d	True	True	False	1	merchant_2e_1a	self	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2e_1b	190	1	@merchant_2e>merchant_2e_1b	@merchant_2e,merchant_2e_1b,merchant_2e_1d	True	True	False	1	merchant_2e_1b	self	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2e_1c	190	2	@merchant_2e>merchant_2e_1c	@merchant_2e,merchant_2e_1c,merchant_2e_1d	True	True	False	1	merchant_2e_1c	self	SUPPRESS_TASK_OWNED
npc_merchant	merchant_2e_1d_4a	231	0	@merchant_2e>@merchant_2e_1e>merchant_2e_1d_4a	@merchant_2e_1e	False	True	False	0	@merchant_2e_1e	ancestor	ADMIT
npc_merchant	merchant_favore_done_12a	402	0	@merchant_favore_done>merchant_favore_done_12a	@merchant_favore_done	True	True	False	0	@merchant_favore_done	ancestor	SUPPRESS_TASK_OWNED
npc_merchant	merchant_favore_done_12b	402	1	@merchant_favore_done>merchant_favore_done_12b	@merchant_favore_done	True	True	False	0	@merchant_favore_done	ancestor	SUPPRESS_TASK_OWNED
npc_actress	@actress__jewelry	30	11	@actress__jewelry	@actress__jewelry	False	True	False	1	@actress__jewelry	self	ADMIT
npc_actress	@actress__song_done	30	9	@actress__song_done	@actress__song_done	True	True	False	1	@actress__song_done	self	SUPPRESS_TASK_OWNED
npc_actress	@actress_2b_1a	67	0	actress_2b>@actress_2b_1a	@actress_2b_1a,actress_2b	False	True	False	0	@actress_2b_1a	self	ADMIT
npc_actress	@actress_2b_1b	67	1	actress_2b>@actress_2b_1b	@actress_2b_1b,actress_2b	False	True	False	0	@actress_2b_1b	self	ADMIT
npc_actress	@actress_father	30	3	@actress_father	@actress_father	False	True	False	1	@actress_father	self	ADMIT
npc_actress	@actress_lute_done	30	7	@actress_lute_done	@actress_lute_done	True	True	False	1	@actress_lute_done	self	SUPPRESS_TASK_OWNED
npc_actress	@actress_marketing	30	10	@actress_marketing	@actress_marketing	False	True	False	1	@actress_marketing	self	ADMIT
npc_actress	@actress_money_back	30	4	@actress_money_back	@actress_money_back	True	True	False	1	@actress_money_back	self	SUPPRESS_TASK_OWNED
npc_actress	@actress_parfume_ready	30	5	@actress_parfume_ready	@actress_parfume_ready	True	True	False	1	@actress_parfume_ready	self	SUPPRESS_TASK_OWNED
npc_actress	@actress_snake_back	30	2	@actress_snake_back	@actress_snake_back	True	True	False	0	@actress_snake_back	self	SUPPRESS_TASK_OWNED
npc_actress	@actress_story_gold	30	6	@actress_story_gold	@actress_story_gold	True	True	False	1	@actress_story_gold	self	SUPPRESS_TASK_OWNED
npc_actress	@actress_title	30	8	@actress_title	@actress_title	True	True	False	1	@actress_title	self	SUPPRESS_TASK_OWNED
npc_actress	@souls_s_s31_ask	30	15	@souls_s_s31_ask	@souls_s_s31_ask	True	True	False	1	@souls_s_s31_ask	self	SUPPRESS_TASK_OWNED
npc_actress	@tr_quest_8_singing_charm_1	30	12	@tr_quest_8_singing_charm_1	@tr_quest_8_singing_charm_1	False	True	False	1	@tr_quest_8_singing_charm_1	self	ADMIT
npc_actress	@tr_quest_8_singing_charm_8	30	13	@tr_quest_8_singing_charm_8	@tr_quest_8_singing_charm_8	True	True	False	1	@tr_quest_8_singing_charm_8	self	SUPPRESS_TASK_OWNED
npc_actress	actress_2a_2	30	0	actress_2a_2	actress_2a_2	True	True	False	0	actress_2a_2	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_4_0	75	4	@bishop_4_0	@bishop_4_0	False	True	False	0	@bishop_4_0	self	ADMIT
npc_bishop	@bishop_6a	679	3	@bishop_5_1>@bishop_6a	@bishop_6a	True	True	False	0	@bishop_6a	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6a	679	3	@bishop_6a	@bishop_6a	True	True	False	0	@bishop_6a	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6a	75	7	@bishop_5_1>@bishop_6a	@bishop_6a	True	True	False	0	@bishop_6a	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6a	75	7	@bishop_6a	@bishop_6a	True	True	False	0	@bishop_6a	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6b	679	0	@bishop_5_1>@bishop_6b	@bishop_6b	True	True	False	0	@bishop_6b	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6b	679	0	@bishop_6b	@bishop_6b	True	True	False	0	@bishop_6b	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6c	679	1	@bishop_5_1>@bishop_6c	@bishop_6c	True	True	False	0	@bishop_6c	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6c	679	1	@bishop_6c	@bishop_6c	True	True	False	0	@bishop_6c	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_6d	679	2	@bishop_5_1>@bishop_6d	@bishop_6d	False	True	False	0	@bishop_6d	self	ADMIT
npc_bishop	@bishop_6d	679	2	@bishop_6d	@bishop_6d	False	True	False	0	@bishop_6d	self	ADMIT
npc_bishop	@bishop_aristocrat	1030	4	@bishop_5_1>@bishop_aristocrat	@bishop_aristocrat	True	True	False	1	@bishop_aristocrat	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_aristocrat	1030	4	@bishop_aristocrat	@bishop_aristocrat	True	True	False	1	@bishop_aristocrat	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_cathidral	1068	1	@bishop_5_1>@bishop_cathidral	@bishop_cathidral	False	True	False	1	@bishop_cathidral	self	ADMIT
npc_bishop	@bishop_cathidral	1068	1	@bishop_cathidral	@bishop_cathidral	False	True	False	1	@bishop_cathidral	self	ADMIT
npc_bishop	@bishop_cathidral_80	1030	3	@bishop_5_1>@bishop_cathidral_80	@bishop_cathidral_80	False	True	False	1	@bishop_cathidral_80	self	ADMIT
npc_bishop	@bishop_cathidral_80	1030	3	@bishop_cathidral_80	@bishop_cathidral_80	False	True	False	1	@bishop_cathidral_80	self	ADMIT
npc_bishop	@bishop_cathidral_cross	1030	1	@bishop_5_1>@bishop_cathidral_cross	@bishop_cathidral_cross	True	True	False	1	@bishop_cathidral_cross	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_cathidral_cross	1030	1	@bishop_cathidral_cross	@bishop_cathidral_cross	True	True	False	1	@bishop_cathidral_cross	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_cathidral_skull	1030	2	@bishop_5_1>@bishop_cathidral_skull	@bishop_cathidral_skull	True	True	False	1	@bishop_cathidral_skull	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_cathidral_skull	1030	2	@bishop_cathidral_skull	@bishop_cathidral_skull	True	True	False	1	@bishop_cathidral_skull	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_final_ceremony	1030	7	@bishop_5_1>@bishop_final_ceremony	@bishop_final_ceremony	False	True	False	1	@bishop_final_ceremony	self	ADMIT
npc_bishop	@bishop_final_ceremony	1030	7	@bishop_final_ceremony	@bishop_final_ceremony	False	True	False	1	@bishop_final_ceremony	self	ADMIT
npc_bishop	@bishop_get_citezen	1068	0	@bishop_5_1>@bishop_get_citezen	@bishop_get_citezen	True	True	False	1	@bishop_get_citezen	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_get_citezen	1068	0	@bishop_get_citezen	@bishop_get_citezen	True	True	False	1	@bishop_get_citezen	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_invitation	1030	5	@bishop_5_1>@bishop_invitation	@bishop_invitation	True	True	False	1	@bishop_invitation	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_invitation	1030	5	@bishop_invitation	@bishop_invitation	True	True	False	1	@bishop_invitation	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_magic_item	1030	6	@bishop_5_1>@bishop_magic_item	@bishop_magic_item	False	True	False	1	@bishop_magic_item	self	ADMIT
npc_bishop	@bishop_magic_item	1030	6	@bishop_magic_item	@bishop_magic_item	False	True	False	1	@bishop_magic_item	self	ADMIT
npc_bishop	@bishop_statue_ready	1068	3	@bishop_5_1>@bishop_statue_ready	@bishop_statue_ready	True	True	False	1	@bishop_statue_ready	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_statue_ready	1068	3	@bishop_statue_ready	@bishop_statue_ready	True	True	False	1	@bishop_statue_ready	self	SUPPRESS_TASK_OWNED
npc_bishop	@bishop_town_cathidral	1068	2	@bishop_5_1>@bishop_town_cathidral	@bishop_town_cathidral	False	True	False	1	@bishop_town_cathidral	self	ADMIT
npc_bishop	@bishop_town_cathidral	1068	2	@bishop_town_cathidral	@bishop_town_cathidral	False	True	False	1	@bishop_town_cathidral	self	ADMIT
npc_bishop	@souls_s_s15_ask	1030	9	@bishop_5_1>@souls_s_s15_ask	@souls_s_s15_ask	True	True	False	1	@souls_s_s15_ask	self	SUPPRESS_TASK_OWNED
npc_bishop	@souls_s_s15_ask	1030	9	@souls_s_s15_ask	@souls_s_s15_ask	True	True	False	1	@souls_s_s15_ask	self	SUPPRESS_TASK_OWNED
npc_bishop	@souls_s_s15_ask	679	5	@bishop_5_1>@souls_s_s15_ask	@souls_s_s15_ask	True	True	False	1	@souls_s_s15_ask	self	SUPPRESS_TASK_OWNED
npc_bishop	@souls_s_s15_ask	679	5	@souls_s_s15_ask	@souls_s_s15_ask	True	True	False	1	@souls_s_s15_ask	self	SUPPRESS_TASK_OWNED
npc_bishop	@souls_s_s15_ask	75	8	@bishop_5_1>@souls_s_s15_ask	@souls_s_s15_ask	True	True	False	1	@souls_s_s15_ask	self	SUPPRESS_TASK_OWNED
npc_bishop	@souls_s_s15_ask	75	8	@souls_s_s15_ask	@souls_s_s15_ask	True	True	False	1	@souls_s_s15_ask	self	SUPPRESS_TASK_OWNED
npc_bishop	bishop_2_1a_6a	132	0	bishop_2_1a>bishop_2_1a_6a	bishop_2_1a	False	True	False	0	bishop_2_1a	ancestor	ADMIT
npc_bishop	bishop_2_1a_6b	132	1	bishop_2_1a>bishop_2_1a_6b	bishop_2_1a	False	True	False	0	bishop_2_1a	ancestor	ADMIT
npc_bishop	bishop_2_1c	75	2	bishop_2_1c	bishop_2_1b,bishop_2_1c,bishop_2_1e	True	True	False	0	bishop_2_1c	self	SUPPRESS_TASK_OWNED
